Date,Open,High,Low,Close,Adj Close,Volume
2018-01-22,26.299999,26.510000,26.200001,26.200001,26.200001,543488
2018-01-23,26.420000,26.670000,26.299999,26.600000,26.600000,447236
2018-01-24,26.490000,26.650000,26.320000,26.450001,26.450001,395735
2018-01-25,26.450001,26.600000,26.049999,26.150000,26.150000,446220
2018-01-26,26.120001,26.360001,26.059999,26.090000,26.090000,473749
2018-01-29,26.010000,26.360001,25.920000,26.340000,26.340000,593595
2018-01-30,26.080000,26.230000,25.850000,25.910000,25.910000,607600
2018-01-31,25.860001,25.969999,25.690001,25.910000,25.910000,637058
2018-02-01,25.910000,26.020000,25.309999,25.450001,25.450001,940501
2018-02-02,25.450001,25.450001,24.879999,24.879999,24.879999,461369
2018-02-05,24.660000,24.660000,24.180000,24.180000,24.180000,594588
2018-02-06,23.459999,24.000000,22.940001,23.650000,23.650000,1758333
2018-02-07,24.000000,24.320000,23.559999,24.270000,24.270000,952315
2018-02-08,24.049999,24.100000,23.280001,23.320000,23.320000,1106743
2018-02-09,23.200001,23.469999,23.020000,23.150000,23.150000,875161
2018-02-12,23.320000,23.730000,23.309999,23.540001,23.540001,622579
2018-02-13,23.549999,23.670000,23.040001,23.100000,23.100000,615209
2018-02-14,23.200001,23.480000,22.889999,23.340000,23.340000,721354
2018-02-15,23.510000,23.559999,23.219999,23.350000,23.350000,800696
2018-02-16,23.400000,23.629999,23.379999,23.600000,23.600000,1034713
2018-02-19,23.590000,23.840000,23.450001,23.549999,23.549999,429262
2018-02-20,23.600000,23.950001,23.549999,23.870001,23.870001,629571
2018-02-21,23.760000,23.770000,23.250000,23.510000,23.510000,563046
2018-02-22,23.360001,23.520000,23.280001,23.440001,23.440001,461639
2018-02-23,23.450001,23.549999,23.110001,23.549999,23.549999,326854
2018-02-26,23.670000,24.129999,23.620001,24.120001,24.120001,500108
2018-02-27,24.129999,24.129999,23.750000,23.750000,23.750000,519576
2018-02-28,23.260000,23.500000,22.120001,22.580000,22.580000,2256475
2018-03-01,22.570000,22.580000,21.740000,22.250000,22.250000,1844592
2018-03-02,22.049999,22.299999,21.750000,21.809999,21.809999,1624035
2018-03-05,21.590000,22.370001,21.500000,22.190001,22.190001,1802434
2018-03-06,22.500000,22.700001,22.270000,22.270000,22.270000,1399720
2018-03-07,22.270000,23.000000,22.209999,23.000000,23.000000,1134700
2018-03-08,23.010000,23.219999,22.760000,23.200001,23.200001,814261
2018-03-09,23.309999,23.660000,23.170000,23.600000,23.600000,602811
