Date,Open,High,Low,Close,Adj Close,Volume
2017-09-11,null,null,null,null,null,null
2017-09-12,6.958000,6.984000,6.873000,6.886000,6.738413,12063098
2017-09-13,6.897000,6.897000,6.834000,6.870000,6.722755,22173506
2017-09-14,6.836000,6.842000,6.695000,6.750000,6.605328,18600130
2017-09-15,6.722000,6.797000,6.695000,6.749000,6.604349,56316724
2017-09-18,6.761000,6.798000,6.708000,6.730000,6.585756,12579171
2017-09-19,6.691000,6.764000,6.670000,6.750000,6.605328,15214789
2017-09-20,6.730000,6.780000,6.701000,6.713000,6.569120,12985555
2017-09-21,6.703000,6.703000,6.632000,6.672000,6.528999,10198377
2017-09-22,6.638000,6.674000,6.619000,6.627000,6.484964,11289272
2017-09-25,6.603000,6.649000,6.563000,6.649000,6.506493,10074447
2017-09-26,6.628000,6.654000,6.613000,6.633000,6.490835,9950602
2017-09-27,6.618000,6.639000,6.597000,6.600000,6.458542,19152732
2017-09-28,6.587000,6.611000,6.503000,6.510000,6.370472,16733622
2017-09-29,6.500000,6.572000,6.468000,6.572000,6.431143,27357459
2017-10-02,6.490000,6.559000,6.473000,6.556000,6.415486,30572389
2017-10-03,6.490000,6.509000,6.397000,6.471000,6.332308,16680760
2017-10-04,6.422000,6.440000,6.253000,6.253000,6.118979,33260588
2017-10-05,6.283000,6.499000,6.271000,6.448000,6.309800,27719148
2017-10-06,6.439000,6.483000,6.387000,6.460000,6.321543,17850909
2017-10-09,6.457000,6.600000,6.457000,6.593000,6.451693,21677584
2017-10-10,6.592000,6.620000,6.551000,6.594000,6.452671,12316455
2017-10-11,6.673000,6.764000,6.654000,6.739000,6.594563,20835431
2017-10-12,6.745000,6.769000,6.731000,6.760000,6.615114,15136462
2017-10-13,6.790000,6.799000,6.733000,6.772000,6.626856,13192790
2017-10-16,6.754000,6.767000,6.667000,6.680000,6.536828,12584200
2017-10-17,6.667000,6.763000,6.646000,6.700000,6.556399,11123612
2017-10-18,6.710000,6.726000,6.658000,6.666000,6.523128,12598619
2017-10-19,6.681000,6.710000,6.623000,6.684000,6.540742,14201509
2017-10-20,6.689000,6.724000,6.662000,6.700000,6.556399,14024572
2017-10-23,6.670000,6.765000,6.667000,6.750000,6.605328,10425552
2017-10-24,6.736000,6.775000,6.693000,6.714000,6.570099,24002490
2017-10-25,6.663000,6.678000,6.565000,6.578000,6.437014,15080648
2017-10-26,6.597000,6.740000,6.523000,6.739000,6.594563,21736845
2017-10-27,6.733000,6.839000,6.658000,6.680000,6.536828,19555441
2017-10-30,6.717000,6.899000,6.711000,6.859000,6.711992,21225212
2017-10-31,6.900000,6.962000,6.844000,6.938000,6.789299,33041243
2017-11-01,6.981000,6.984000,6.894000,6.914000,6.765813,13287092
2017-11-02,6.921000,6.941000,6.886000,6.896000,6.748199,13090193
2017-11-03,6.896000,6.900000,6.783000,6.859000,6.711992,11413661
2017-11-06,6.851000,6.900000,6.802000,6.879000,6.731563,24608251
2017-11-07,6.870000,6.877000,6.711000,6.765000,6.620006,21412614
2017-11-08,6.778000,6.798000,6.662000,6.746000,6.601413,20058692
2017-11-09,6.754000,6.767000,6.637000,6.665000,6.522150,14351703
2017-11-10,6.649000,6.660000,6.572000,6.596000,6.454628,15999680
2017-11-13,6.609000,6.629000,6.488000,6.560000,6.419400,18423580
2017-11-14,6.541000,6.589000,6.496000,6.496000,6.356771,17071610
2017-11-15,6.450000,6.569000,6.443000,6.537000,6.396893,24111847
2017-11-16,6.583000,6.670000,6.537000,6.544000,6.403743,14289829
2017-11-17,6.550000,6.582000,6.457000,6.470000,6.331329,19000774
2017-11-20,6.491000,6.516000,6.450000,6.460000,6.321543,37537440
2017-11-21,6.436000,6.517000,6.428000,6.448000,6.309800,12649235
2017-11-22,6.460000,6.535000,6.436000,6.460000,6.321543,17460117
2017-11-23,6.429000,6.517000,6.429000,6.477000,6.338179,12646660
2017-11-24,6.478000,6.509000,6.428000,6.431000,6.293165,8218049
2017-11-27,6.422000,6.568000,6.419000,6.539000,6.398850,22199422
2017-11-28,6.551000,6.622000,6.523000,6.594000,6.452671,9927305
2017-11-29,6.624000,6.712000,6.613000,6.675000,6.531935,26021704
2017-11-30,6.696000,6.735000,6.638000,6.672000,6.528999,41923622
2017-12-01,6.674000,6.707000,6.571000,6.576000,6.435057,11990399
2017-12-04,6.596000,6.637000,6.532000,6.628000,6.485942,11282718
2017-12-05,6.620000,6.669000,6.608000,6.636000,6.493771,10950135
2017-12-06,6.605000,6.726000,6.582000,6.710000,6.566185,13486030
2017-12-07,6.707000,6.749000,6.670000,6.749000,6.604349,26910596
2017-12-08,6.753000,6.765000,6.693000,6.717000,6.573035,9162510
2017-12-11,6.723000,6.727000,6.653000,6.714000,6.570099,7407484
2017-12-12,6.745000,6.748000,6.672000,6.720000,6.575971,19118284
2017-12-13,6.678000,6.728000,6.621000,6.628000,6.485942,19077603
2017-12-14,6.620000,6.661000,6.518000,6.518000,6.378300,19658696
2017-12-15,6.529000,6.635000,6.512000,6.581000,6.439950,30890282
2017-12-18,6.615000,6.676000,6.598000,6.642000,6.499643,27408742
2017-12-19,6.660000,6.668000,6.530000,6.532000,6.392000,10846007
2017-12-20,6.552000,6.594000,6.465000,6.580000,6.438971,19781875
2017-12-21,6.589000,6.595000,6.497000,6.584000,6.442886,29815943
2017-12-22,6.500000,6.579000,6.485000,6.518000,6.378300,20369264
2017-12-27,6.518000,6.561000,6.473000,6.512000,6.372429,13774365
2017-12-28,6.513000,6.519000,6.455000,6.455000,6.316650,7537093
2017-12-29,6.466000,6.498000,6.455000,6.460000,6.321543,16344603
2018-01-02,6.460000,6.509000,6.403000,6.403000,6.265765,20436928
2018-01-03,6.416000,6.442000,6.394000,6.442000,6.303929,40678452
2018-01-04,6.442000,6.662000,6.438000,6.662000,6.519214,54312699
2018-01-05,6.670000,6.750000,6.620000,6.738000,6.593585,18681354
2018-01-08,6.750000,6.770000,6.680000,6.680000,6.536828,11748272
2018-01-09,6.690000,6.708000,6.580000,6.604000,6.462457,13155926
2018-01-10,6.584000,6.608000,6.508000,6.532000,6.392000,16538068
2018-01-11,6.458000,6.506000,6.420000,6.480000,6.480000,22692928
2018-01-12,6.486000,6.546000,6.484000,6.530000,6.530000,14504474
2018-01-15,6.540000,6.596000,6.534000,6.566000,6.566000,13955899
2018-01-16,6.600000,6.750000,6.590000,6.700000,6.700000,24874217
2018-01-17,6.694000,6.716000,6.646000,6.706000,6.706000,22751969
2018-01-18,6.726000,6.726000,6.608000,6.650000,6.650000,22826035
2018-01-19,6.636000,6.712000,6.594000,6.678000,6.678000,42812300
2018-01-22,6.692000,6.716000,6.666000,6.684000,6.684000,15873049
2018-01-23,6.720000,6.766000,6.688000,6.732000,6.732000,21659667
2018-01-24,6.694000,6.764000,6.694000,6.754000,6.754000,15959216
2018-01-25,6.770000,6.796000,6.682000,6.724000,6.724000,16910421
2018-01-26,6.770000,6.772000,6.690000,6.690000,6.690000,11015146
2018-01-29,6.668000,6.668000,6.588000,6.618000,6.618000,12632709
2018-01-30,6.584000,6.612000,6.520000,6.550000,6.550000,13058564
2018-01-31,6.550000,6.572000,6.516000,6.558000,6.558000,14408812
2018-02-01,6.574000,6.668000,6.488000,6.506000,6.506000,16119243
2018-02-02,6.494000,6.494000,6.384000,6.402000,6.402000,15051431
2018-02-05,6.364000,6.470000,6.308000,6.308000,6.308000,21638595
2018-02-06,6.096000,6.252000,5.990000,6.058000,6.058000,29188702
2018-02-07,6.144000,6.198000,6.086000,6.198000,6.198000,23275462
2018-02-08,6.138000,6.168000,6.076000,6.090000,6.090000,40772768
2018-02-09,6.046000,6.088000,5.954000,5.978000,5.978000,28295098
2018-02-12,6.020000,6.096000,5.994000,6.086000,6.086000,19756048
2018-02-13,6.094000,6.100000,5.994000,5.994000,5.994000,14536600
2018-02-14,6.032000,6.090000,5.982000,6.038000,6.038000,19025416
2018-02-15,6.072000,6.084000,5.962000,6.046000,6.046000,14239437
2018-02-16,6.080000,6.142000,6.070000,6.122000,6.122000,32292698
2018-02-19,6.138000,6.158000,6.080000,6.106000,6.106000,10688033
2018-02-20,6.084000,6.166000,6.084000,6.150000,6.150000,15428945
2018-02-21,6.122000,6.144000,5.872000,5.898000,5.898000,40861598
2018-02-22,5.900000,6.012000,5.880000,5.998000,5.998000,22487720
2018-02-23,5.962000,6.106000,5.928000,6.104000,6.104000,21924109
2018-02-26,6.140000,6.178000,6.094000,6.170000,6.170000,17709448
2018-02-27,6.160000,6.200000,6.130000,6.168000,6.168000,14583452
2018-02-28,6.122000,6.168000,6.076000,6.076000,6.076000,20132705
2018-03-01,6.052000,6.132000,6.022000,6.056000,6.056000,19739241
2018-03-02,6.014000,6.046000,5.920000,5.928000,5.928000,18785406
2018-03-05,5.900000,6.060000,5.892000,6.044000,6.044000,12965680
2018-03-06,6.098000,6.100000,5.956000,5.994000,5.994000,22491322
2018-03-07,5.960000,6.020000,5.932000,5.988000,5.988000,17656517
2018-03-08,6.010000,6.084000,5.958000,6.064000,6.064000,15104278
2018-03-09,6.062000,6.114000,5.992000,6.052000,6.052000,14169591
