Date,Open,High,Low,Close,Adj Close,Volume
2017-09-11,null,null,null,null,null,null
2017-09-12,31.670000,32.235001,31.625000,32.049999,31.890671,4184996
2017-09-13,31.955000,32.299999,31.799999,32.174999,32.015049,4408906
2017-09-14,32.290001,32.345001,32.035000,32.345001,32.184204,2442887
2017-09-15,32.345001,32.799999,32.220001,32.645000,32.482712,8624646
2017-09-18,32.685001,32.810001,32.490002,32.535000,32.373260,2540634
2017-09-19,31.985001,32.715000,31.639999,32.685001,32.522514,4922602
2017-09-20,32.200001,32.430000,31.719999,32.410000,32.248882,5802180
2017-09-21,32.490002,32.500000,31.775000,31.995001,31.835945,5684049
2017-09-22,31.995001,32.095001,31.815001,31.905001,31.746393,2864989
2017-09-25,31.580000,31.725000,31.410000,31.525000,31.368280,3718638
2017-09-26,31.565001,31.639999,31.389999,31.514999,31.358330,2700886
2017-09-27,31.625000,31.809999,31.355000,31.584999,31.427982,3564317
2017-09-28,31.600000,31.870001,31.405001,31.709999,31.552361,2759422
2017-09-29,31.805000,31.955000,31.450001,31.885000,31.726492,3551046
2017-10-02,31.740000,31.834999,31.285000,31.469999,31.313553,4653519
2017-10-03,31.465000,31.504999,31.055000,31.309999,31.154348,2882346
2017-10-04,31.280001,31.299999,30.615000,30.655001,30.502607,5541233
2017-10-05,30.725000,31.330000,30.600000,31.240000,31.084698,10006018
2017-10-06,31.190001,31.285000,30.830000,30.945000,30.791164,3281242
2017-10-09,31.245001,31.500000,31.190001,31.299999,31.144398,2529748
2017-10-10,31.299999,31.299999,30.830000,31.000000,30.845890,5067911
2017-10-11,31.230000,31.549999,31.110001,31.400000,31.243902,3660293
2017-10-12,31.475000,31.530001,31.299999,31.400000,31.243902,5053424
2017-10-13,31.400000,31.420000,31.070000,31.180000,31.024996,2349510
2017-10-16,31.170000,31.295000,31.004999,31.120001,30.965296,1689171
2017-10-17,31.049999,31.670000,30.969999,31.445000,31.288679,9033315
2017-10-18,31.565001,31.584999,31.125000,31.260000,31.104599,4457770
2017-10-19,31.299999,31.350000,30.895000,30.895000,30.741413,3409561
2017-10-20,31.040001,31.040001,30.740000,30.990000,30.835939,6296763
2017-10-23,30.969999,31.125000,30.815001,30.950001,30.796141,11951745
2017-10-24,30.865000,31.155001,30.850000,30.920000,30.766289,46302905
2017-10-25,30.910000,31.010000,30.600000,30.600000,30.447880,17302925
2017-10-26,30.715000,31.575001,30.575001,31.480000,31.323503,35838439
2017-10-27,31.520000,31.615000,31.215000,31.260000,31.104599,3276305
2017-10-30,31.510000,32.365002,31.469999,32.185001,32.025002,3686746
2017-10-31,31.990000,32.360001,31.855000,32.095001,32.095001,23535675
2017-11-01,32.305000,32.305000,31.420000,31.469999,31.469999,8783038
2017-11-02,31.480000,31.650000,31.090000,31.200001,31.200001,2632033
2017-11-03,31.299999,31.459999,31.075001,31.150000,31.150000,7099524
2017-11-06,31.049999,31.059999,30.750000,30.885000,30.885000,14738458
2017-11-07,31.004999,31.049999,29.780001,29.959999,29.959999,23767106
2017-11-08,30.000000,30.180000,29.820000,30.100000,30.100000,17231000
2017-11-09,30.055000,30.105000,29.570000,29.730000,29.730000,5001685
2017-11-10,29.775000,29.870001,29.500000,29.555000,29.555000,2826438
